comparison,objective,training_seed,repeat_index,class_label,stratum_match_index,off_cell,on_cell,off_dataset_index,on_dataset_index,off_ln_margin,on_ln_margin,absolute_ln_margin_distance,caliper_ln_margin,delta_ln_margin,delta_ln_gradient,delta_ln_linearized_distance,delta_ln_distance_from_margin_minus_gradient,identity_residual,complete_case_delta_ln_pga_attack_l2,delta_ln_semantic_spectral_norm
C1_minus_C0,classification,2028,0,3,20,C0,C1,7440,9781,-0.05203449866535627,-0.08473832202330239,0.032703823357946124,0.2097762823191657,-0.032703823357946124,-0.17570418513175484,0.1430003912967453,0.1430003617738087,2.9522936595416382e-08,0.15415051172449834,-0.18153287503323176
C1_minus_C0,classification,2028,0,3,21,C0,C1,6670,3654,-0.9401542114271968,-0.9804071822653874,0.04025297083819057,0.2097762823191657,-0.04025297083819057,-0.4726195508568827,0.4323666229321941,0.4323665800186921,4.2913501974162216e-08,0.4054655323773248,-0.19584038434293116
C1_minus_C0,classification,2028,0,3,22,C0,C1,3387,4918,0.7934937334664097,0.7517381852902432,0.04175554817616656,0.2097762823191657,-0.04175554817616656,-0.5666704140487359,0.5249148440462761,0.5249148658725693,-2.182629321723084e-08,0.5465436262693276,-0.3379309080478438
C1_minus_C0,classification,2028,0,3,23,C0,C1,3130,8251,0.352587258837575,0.3951463844911459,0.042559125653570895,0.2097762823191657,0.042559125653570895,0.12918205891484474,-0.08662295994447188,-0.08662293326127385,-2.6683198026122845e-08,-0.1053605579697698,-0.3668792267682239
C1_minus_C0,classification,2028,0,3,24,C0,C1,5565,7202,0.43867266069342065,0.3959769545227616,0.04269570617065904,0.2097762823191657,-0.04269570617065904,-0.48835494414642083,0.4456592757858117,0.4456592379757618,3.7810049924313915e-08,0.35667565554511826,-0.00996658750672301
C1_minus_C0,classification,2028,0,3,25,C0,C1,6174,78,0.8985424923587634,0.946271487631185,0.04772899527242158,0.2097762823191657,0.04772899527242158,0.33304795152144806,-0.28531893520593166,-0.2853189562490265,2.104309482220401e-08,-0.30882881203733986,-0.07031933366673326
C1_minus_C0,classification,2028,0,3,26,C0,C1,4175,4845,0.8915455513737949,0.84076823835677,0.05077731301702493,0.2097762823191657,-0.05077731301702493,-0.32725565538097173,0.27647833911803293,0.2764783423639468,-3.245913871019468e-09,0.4080648793102568,-0.33231788574246146
C1_minus_C0,classification,2028,0,3,27,C0,C1,8131,4306,-1.8973315640196906,-1.951743830006096,0.05441226598640547,0.2097762823191657,-0.05441226598640547,0.24719348963266485,-0.3016057357375401,-0.3016057556190703,1.988153019993888e-08,3.7252896878393606e-07,-0.22528423071235565
C1_minus_C0,classification,2028,0,3,28,C0,C1,78,9578,-1.6515551198464966,-1.5924265163385876,0.05912860350790905,0.2097762823191657,0.05912860350790905,-0.1379886386736351,0.19711719802386973,0.19711724218154414,-4.415767440590912e-08,0.6931475996550157,-0.21435631551994674
C1_minus_C0,classification,2028,0,3,29,C0,C1,7202,5773,-0.2739918047116654,-0.33886665387672943,0.06487484916506403,0.2097762823191657,-0.06487484916506403,0.1495192453462843,-0.2143941207921104,-0.21439409451134833,-2.6280762066566155e-08,-0.1911419543089328,-0.38129309309073744
C1_minus_C0,classification,2028,0,3,30,C0,C1,6345,4175,0.4903751688578846,0.5564488030128791,0.06607363415499451,0.2097762823191657,0.06607363415499451,0.20258493215055112,-0.13651128014292976,-0.1365112979955566,1.785262684905753e-08,-0.10803244873370504,-0.4176924731817465
C1_minus_C0,classification,2028,0,3,31,C0,C1,8204,3387,-2.954362638488853,-3.047484641612853,0.09312200312399987,0.2097762823191657,-0.09312200312399987,-0.4081042299554378,0.3149822107456046,0.31498222683143795,-1.608583333201352e-08,-9.313221617512089e-08,-0.12792475240589984
C1_minus_C0,classification,2028,0,3,32,C0,C1,8658,7440,1.0823754504280845,0.9727236980940215,0.10965175233406299,0.2097762823191657,-0.10965175233406299,-0.4082654986992611,0.29861379709085045,0.2986137463651981,5.0725652345207095e-08,0.28996012274369937,-0.4645605131973793
C1_minus_C0,classification,2028,0,3,33,C0,C1,5815,5565,-1.8377583014495171,-1.986427669802255,0.1486693683527378,0.2097762823191657,-0.1486693683527378,-0.27608425701624345,0.12741495837917194,0.12741488866350564,6.971566629543346e-08,-4.6566131953890376e-08,-0.2182477096316198
C1_minus_C0,classification,2028,0,3,34,C0,C1,932,2410,-1.7361347059828027,-1.5436371509332283,0.19249755504957444,0.2097762823191657,0.19249755504957444,-0.28403822544130586,0.4765357354465758,0.4765357804908803,-4.50443045085791e-08,-6.053593205908114e-07,-0.22195426088034037
C1_minus_C0,classification,2028,0,4,0,C0,C1,5654,7740,0.46517026449671495,0.4645503250748507,0.000619939421864224,0.2463839581506666,-0.000619939421864224,-0.2737194403706108,0.273099486978759,0.2730995009487466,-1.3969987555650931e-08,0.2876832624751835,-0.3143104625817079
C1_minus_C0,classification,2028,0,4,1,C0,C1,4200,1551,0.0660684965947243,0.06530617266101736,0.0007623239337069404,0.2463839581506666,-0.0007623239337069404,-0.2918757173469312,0.29111340174971173,0.29111339341322423,8.33648750031557e-09,0.4645493707603303,-0.2973697276793919
C1_minus_C0,classification,2028,0,4,2,C0,C1,4053,2869,0.983855862415232,0.9846992753668086,0.0008434129515765276,0.2463839581506666,0.0008434129515765276,-0.17306331102290828,0.17390677404088126,0.1739067239744848,5.006639644533628e-08,0.1579768444196026,0.06246489951137165
C1_minus_C0,classification,2028,0,4,3,C0,C1,2869,2214,0.09198817893148153,0.09109922036419739,0.0008889585672841455,0.2463839581506666,-0.0008889585672841455,0.13413282425799833,-0.13502176339061212,-0.1350217828252825,1.9434670373019713e-08,-0.15415083272464375,-0.3218974111297397
C1_minus_C0,classification,2028,0,4,4,C0,C1,7740,7726,-0.3179922294553481,-0.3164495825339405,0.0015426469214075977,0.2463839581506666,0.0015426469214075977,-0.1914731546281353,0.19301579070237196,0.1930158015495429,-1.0847170939243256e-08,0.2876820051896043,-0.09859553082838624
C1_minus_C0,classification,2028,0,4,5,C0,C1,3671,4200,0.40308428929896467,0.40132802658696065,0.0017562627120040197,0.2463839581506666,-0.0017562627120040197,-0.6997115767428321,0.6979553088314292,0.6979553140308281,-5.199398911415187e-09,0.6904979615392319,-0.2550337066146169
C1_minus_C0,classification,2028,0,4,6,C0,C1,7095,3559,0.5855562637478013,0.5822406388390707,0.0033156249087306078,0.2463839581506666,-0.0033156249087306078,-0.24685319053252175,0.2435375805253438,0.24353756562379114,1.490155265848614e-08,0.25131479921426697,-0.4038221331675791
C1_minus_C0,classification,2028,0,4,7,C0,C1,7726,4053,0.7519374956187134,0.7480679649534674,0.0038695306652459793,0.2463839581506666,-0.0038695306652459793,-0.2624885462728417,0.25861895876283447,0.2586190156075957,-5.684476123146709e-08,0.25131399277206845,-0.4261092877238446
C1_minus_C0,classification,2028,0,4,8,C0,C1,3526,7537,1.0044662249858076,1.0098235047514152,0.005357279765607625,0.2463839581506666,0.005357279765607625,-0.5039214355184286,0.5092786731737834,0.5092787152840362,-4.2110252840288354e-08,0.4939405853558292,-0.23208810032481425
C1_minus_C0,classification,2028,0,4,9,C0,C1,4197,2805,0.21669446348184127,0.22513769739426648,0.008443233912425213,0.2463839581506666,0.008443233912425213,-0.5189070033280034,0.5273502001228698,0.5273502372404286,-3.711755880431156e-08,0.4700038304114192,-0.059079636673623974
C1_minus_C0,classification,2028,0,4,10,C0,C1,1551,1544,-1.3267177592749375,-1.3181472476778167,0.008570511597120856,0.2463839581506666,0.008570511597120856,-0.028068692745972124,0.03663926555038399,0.03663920434309298,6.120729101333211e-08,4.1909510939060806e-07,0.12060955174557209
C1_minus_C0,classification,2028,0,4,11,C0,C1,6654,3095,-1.123471557810776,-1.1120088368336793,0.011462720977096552,0.2463839581506666,0.011462720977096552,-0.23424249739445302,0.24570520964651799,0.24570521837154957,-8.725031586109822e-09,-4.6566118908768625e-08,-0.2970903443198507
C1_minus_C0,classification,2028,0,4,12,C0,C1,6477,3526,0.07442666146230027,0.08797442219549016,0.01354776073318989,0.2463839581506666,0.01354776073318989,-0.09875356497175725,0.11230126748731561,0.11230132570494714,-5.8217631521140234e-08,0.17249815282436107,-0.09629201379267564
C1_minus_C0,classification,2028,0,4,13,C0,C1,8889,1919,0.20958772945952303,0.19573427739043603,0.013853452069087002,0.2463839581506666,-0.013853452069087002,-0.33171414799360377,0.3178606633731328,0.31786069592451677,-3.2551383977175163e-08,0.19765008553950864,-0.09935537468748161
C1_minus_C0,classification,2028,0,4,14,C0,C1,6967,5942,0.9632941132032612,0.9797669215977656,0.01647280839450438,0.2463839581506666,0.01647280839450438,0.019898112631297704,-0.00342527130750106,-0.003425304236793325,3.2929292265171384e-08,-0.004593662397112127,-0.11613246173870734
C1_minus_C0,classification,2028,0,4,15,C0,C1,8947,5415,-0.5963848726900695,-0.5796787491557831,0.016706123534286355,0.2463839581506666,0.016706123534286355,-0.49940532838740537,0.5161114622201586,0.5161114519216917,1.0298466857072697e-08,0.6931473202582891,-0.2773467480893945
C1_minus_C0,classification,2028,0,4,16,C0,C1,9780,5931,0.4234579946386919,0.40550031396527825,0.017957680673413634,0.2463839581506666,-0.017957680673413634,0.06434928129469564,-0.08230692876060045,-0.08230696196810927,3.320750882607193e-08,-0.015257169283701237,-0.22693510521422436
C1_minus_C0,classification,2028,0,4,17,C0,C1,3222,9464,-0.07107425468895945,-0.09064905694279494,0.019574802253835497,0.2463839581506666,-0.019574802253835497,-0.5691565260581335,0.5495816406198912,0.549581723804298,-8.318440680721295e-08,0.39932529875620154,-0.31496746454270336
C1_minus_C0,classification,2028,0,4,18,C0,C1,1533,8889,-2.6054557058022363,-2.5856360548224733,0.019819650979763015,0.2463839581506666,0.019819650979763015,0.03184691783198634,-0.012027200125398707,-0.012027266852223328,6.67268246212771e-08,2.7939675260879243e-07,-0.36785942203019956
C1_minus_C0,classification,2028,0,4,19,C0,C1,5931,4132,-0.23489957267968328,-0.2145628907669744,0.020336681912708876,0.2463839581506666,0.020336681912708876,-0.04185787539257135,0.062194553764535865,0.06219455730528023,-3.540744364372017e-09,-8.278419130517807e-08,-0.1919466822183675
C1_minus_C0,classification,2028,0,4,20,C0,C1,8452,4627,-0.512816770725922,-0.5353393837795206,0.022522613053598595,0.2463839581506666,-0.022522613053598595,-0.37444053432217217,0.35191794848162083,0.3519179212685736,2.7213047260055134e-08,0.2876817154446807,-0.26570064714418173
C1_minus_C0,classification,2028,0,4,21,C0,C1,8738,6654,0.5268312057661335,0.5516738096546747,0.024842603888541204,0.2463839581506666,0.024842603888541204,-0.2027222661267002,0.22756480872139845,0.2275648700152414,-6.129384294562001e-08,0.24166911808209499,-0.2883741928508646
C1_minus_C0,classification,2028,0,4,22,C0,C1,2905,1710,0.6945886926947685,0.6641232596483999,0.030465433046368617,0.2463839581506666,-0.030465433046368617,0.03464683766296617,-0.0651122954733235,-0.06511227070933479,-2.4763988720755137e-08,-0.0962040741843249,0.030322865959177974
C1_minus_C0,classification,2028,0,4,23,C0,C1,5699,7383,0.023744164164119817,-0.008105134289635498,0.031849298453755316,0.2463839581506666,-0.031849298453755316,-0.5526001495309691,0.5207508211622485,0.5207508510772139,-2.9914965393729176e-08,0.5596159019749324,-0.4320208918477506
C1_minus_C0,classification,2028,0,4,24,C0,C1,223,954,-1.7325058240740472,-1.6841310432534267,0.04837478082062052,0.2463839581506666,0.04837478082062052,-0.2269175035107397,0.2752922723490445,0.2752922843313602,-1.1982315695213686e-08,-3.2596262001021073e-07,-0.16035067455112884
C1_minus_C0,classification,2028,0,4,25,C0,C1,9613,9290,0.9465506740539705,0.8908375418795799,0.05571313217439067,0.2463839581506666,-0.05571313217439067,0.06116393862809133,-0.11687705833157264,-0.116877070802482,1.2470909360740023e-08,0.11589078698889946,-0.13901996899884203
C1_minus_C0,classification,2028,0,4,26,C0,C1,2558,1462,-2.4447482130810636,-2.384876189679565,0.05987202340149844,0.2463839581506666,0.05987202340149844,-0.3114675067814674,0.3713395711545675,0.37133953018296584,4.097160166693925e-08,4.190953826162654e-07,-0.3932570398863956
C1_minus_C0,classification,2028,0,4,27,C0,C1,1710,3222,0.43870879227696424,0.37674945299861795,0.06195933927834629,0.2463839581506666,-0.06195933927834629,-0.5242048126131571,0.46224549094597256,0.4622454733348108,1.761116175114097e-08,0.4700032194637325,-0.05459602908724306
C1_minus_C0,classification,2028,0,4,28,C0,C1,9821,8307,0.6323364184665923,0.5647640706351302,0.06757234783146204,0.2463839581506666,-0.06757234783146204,-0.41048209885352727,0.3429097367941065,0.3429097510220652,-1.4227958700097076e-08,0.4034600389540297,-0.14420626622517582
C1_minus_C0,classification,2028,0,4,29,C0,C1,4211,6967,-1.9362335743622323,-1.8587859766370896,0.07744759772514276,0.2463839581506666,0.07744759772514276,-0.8055047527509198,0.8829523073837944,0.8829523504760626,-4.309226819820822e-08,0.6931471805599453,-0.47297189242030463
C1_minus_C0,classification,2028,0,4,30,C0,C1,595,6074,-0.18356346323785183,-0.2711322276287609,0.08756876439090905,0.2463839581506666,-0.08756876439090905,0.06632170461877662,-0.15389045339664897,-0.15389046900968567,1.5613036696837668e-08,-4.6566105919158026e-08,-0.26962035378943766
C1_minus_C0,classification,2028,0,4,31,C0,C1,6625,7403,-3.5092406818165416,-3.42044393305216,0.08879674876438148,0.2463839581506666,0.08879674876438148,-0.4003965683444263,0.48919335709546896,0.48919331710880776,3.998666120441641e-08,3.2596283250018676e-07,-0.1646091017967389
C1_minus_C0,classification,2028,0,4,32,C0,C1,3559,3822,0.45466908130015193,0.3537189333901719,0.10095014790998003,0.2463839581506666,-0.10095014790998003,-0.3333369804976092,0.2323868722420045,0.23238683258762916,3.9654375338926684e-08,0.2647676666661661,-0.266580518145255
C1_minus_C0,classification,2028,0,5,0,C0,C1,8973,699,0.060166753338784795,0.0611012331804169,0.0009344798416321062,0.23724345948746645,0.0009344798416321062,0.3877723644852602,-0.3868378510444589,-0.3868378846436281,3.359916922462958e-08,-0.33647158826892354,-0.3083846938152719
C1_minus_C0,classification,2028,0,5,1,C0,C1,7787,4587,1.0328795631343926,1.031941113774005,0.00093844936038745,0.23724345948746645,-0.00093844936038745,-0.13511780846871746,0.13417936544017586,0.13417935910833,6.3318458531913535e-09,0.08784468609446515,-0.12276715202640623
C1_minus_C0,classification,2028,0,5,2,C0,C1,1657,3290,0.804725581567168,0.8031285823819104,0.001596999185257575,0.23724345948746645,-0.001596999185257575,-0.314682030675265,0.31308507907722866,0.31308503149000744,4.7587221219114184e-08,0.3137299235942552,-0.13387590003278407
C1_minus_C0,classification,2028,0,5,3,C0,C1,1637,4463,0.2621506369437721,0.26562542235970893,0.0034747854159368208,0.23724345948746645,0.0034747854159368208,-0.00024495949409286677,0.003719755972390104,0.0037197449100296875,1.1062360416591588e-08,-0.10546650391501933,0.059720400780054084
C1_minus_C0,classification,2028,0,5,4,C0,C1,3017,4641,0.6375144768865255,0.6331225602266002,0.004391916659925332,0.23724345948746645,-0.004391916659925332,-0.02525170016471634,0.020859734013971037,0.020859783504791007,-4.949081996996618e-08,0.06578726450329911,-0.3274317703905113
C1_minus_C0,classification,2028,0,5,5,C0,C1,699,5820,0.7541715924806857,0.7492990675816891,0.004872524898996589,0.23724345948746645,-0.004872524898996589,0.12054616475840452,-0.12541867892949882,-0.1254186896574011,1.0727902288731883e-08,0.0069585842698030665,-0.3065653977550777
C1_minus_C0,classification,2028,0,5,6,C0,C1,9922,2381,-0.15261664010083573,-0.16247893207488265,0.009862291974046922,0.23724345948746645,-0.009862291974046922,0.4139116732110402,-0.4237739597778103,-0.42377396518508714,5.407276848501397e-09,-0.40546519606642634,-0.04768833827477349
C1_minus_C0,classification,2028,0,5,7,C0,C1,4463,7787,0.7392509174214048,0.7287911498826415,0.01045976753876332,0.23724345948746645,-0.01045976753876332,-0.1356232129992857,0.12516347708980236,0.12516344546052238,3.1629279972911206e-08,0.09820614734820178,-0.2604739793946801
C1_minus_C0,classification,2028,0,5,8,C0,C1,9589,4935,1.2114666895409432,1.199729763642437,0.011736925898506056,0.23724345948746645,-0.011736925898506056,0.1653903992673742,-0.17712729090813872,-0.17712732516588026,3.4257741532428554e-08,-0.1823216848335591,-0.18950571757771725
C1_minus_C0,classification,2028,0,5,9,C0,C1,9348,8440,0.06325845241173891,0.050266995828576466,0.012991456583162447,0.23724345948746645,-0.012991456583162447,-0.30620400600896225,0.29321259042446496,0.2932125494257998,4.099866518503248e-08,0.16261290195625347,-0.42530691477796645
C1_minus_C0,classification,2028,0,5,10,C0,C1,9523,3424,0.13692964817227313,0.12184653392895173,0.0150831142433214,0.23724345948746645,-0.0150831142433214,0.6185701750697392,-0.6336533422425527,-0.6336532893130606,-5.292949201152197e-08,-0.4708650731383814,-0.12197226630883132
C1_minus_C0,classification,2028,0,5,11,C0,C1,4160,7368,0.9507493221311379,0.930358246115283,0.020391076015854992,0.23724345948746645,-0.020391076015854992,-0.19140548438425287,0.1710144107528333,0.17101440836839787,2.384435426883158e-09,0.19624258114967827,-0.2863090469937692
C1_minus_C0,classification,2028,0,5,12,C0,C1,6506,5816,0.811720711628413,0.8341801017962541,0.022459390167841153,0.23724345948746645,0.022459390167841153,0.25288788008762586,-0.2304284776821591,-0.2304284899197847,1.2237625607314229e-08,-0.18960268135289757,-0.22470125719843795
C1_minus_C0,classification,2028,0,5,13,C0,C1,4275,1657,1.3727855676364429,1.3954489685988474,0.02266340096240449,0.23724345948746645,0.02266340096240449,0.040683886099918465,-0.018020531758418334,-0.018020485137513975,-4.662090435925137e-08,0.25632489136770653,-0.1936830480273841
C1_minus_C0,classification,2028,0,5,14,C0,C1,3290,3466,0.4782008349697045,0.45267413275958585,0.025526702210118657,0.23724345948746645,-0.025526702210118657,0.13223121246201242,-0.15775790468965098,-0.15775791467213107,9.982480092540769e-09,0.00914214655558677,-0.27659501478498966
C1_minus_C0,classification,2028,0,5,15,C0,C1,3045,31,-0.3420611938593127,-0.37238787069552665,0.03032667683621393,0.23724345948746645,-0.03032667683621393,0.1231509229913974,-0.1534776334675899,-0.15347759982761133,-3.3639978580524144e-08,-0.036826365214275764,-0.40031885315570687
C1_minus_C0,classification,2028,0,5,16,C0,C1,1230,7168,-1.1355862296097146,-1.1050828772488779,0.030503352360836677,0.23724345948746645,0.030503352360836677,-0.31843386475020774,0.3489373026758049,0.3489372171110444,8.556476049914608e-08,0.36747730464036554,-0.31859275238996515
C1_minus_C0,classification,2028,0,5,17,C0,C1,1097,2292,-0.6090935238597234,-0.5731511040849823,0.03594241977474111,0.23724345948746645,0.03594241977474111,-0.5041667696255941,0.5401091948016838,0.5401091894003353,5.401348590616806e-09,0.2876819689715225,-0.35269486823236734
C1_minus_C0,classification,2028,0,5,18,C0,C1,3466,9887,-0.20063952271880864,-0.1629252773046526,0.03771424541415605,0.23724345948746645,0.03771424541415605,0.18659645038078754,-0.1488821851394353,-0.1488822049666315,1.9827196190425056e-08,-2.6822087750841475e-07,-0.16282796794107068
C1_minus_C0,classification,2028,0,5,19,C0,C1,5820,4275,-0.8318398718803651,-0.8705613646346508,0.03872149275428571,0.23724345948746645,-0.03872149275428571,-0.06219600225817945,0.023474566887994763,0.023474509503893737,5.7384101026514145e-08,1.241763537674996e-07,-0.28639075656381585
C1_minus_C0,classification,2028,0,5,20,C0,C1,5867,2236,0.5950076344203021,0.642137112428717,0.04712947800841483,0.23724345948746645,0.04712947800841483,0.04406893434072201,0.003060574726494127,0.0030605436676928166,3.1058801310338e-08,0.0025144143464764105,-0.06989946035307587
C1_minus_C0,classification,2028,0,5,21,C0,C1,4935,9838,0.6971180155971347,0.6495101632555205,0.04760785234161424,0.23724345948746645,-0.04760785234161424,0.4152093268035409,-0.46281714143786784,-0.46281717914515513,3.770728729257655e-08,-0.4330594611048014,-0.17591415342668162
C1_minus_C0,classification,2028,0,5,22,C0,C1,7125,8242,0.1510196729876086,0.09065204924739585,0.06036762374021275,0.23724345948746645,-0.06036762374021275,0.09377147482540699,-0.15413908719244546,-0.15413909856561975,1.1373174291229304e-08,-0.15461886268818253,0.02186669059870377
C1_minus_C0,classification,2028,0,5,23,C0,C1,2381,9523,0.9961289802176948,0.9279153322257718,0.06821364799192298,0.23724345948746645,-0.06821364799192298,0.08201376235981306,-0.15022743233909083,-0.15022741035173603,-2.198735479796987e-08,0.11116479751134696,-0.1430426028965311
C1_minus_C0,classification,2028,0,5,24,C0,C1,3424,9922,-1.2519818567495886,-1.324391511031632,0.07240965428204338,0.23724345948746645,-0.07240965428204338,0.416533507897296,-0.4889431776012425,-0.48894316217933936,-1.5421903143408855e-08,-3.7252924633980805e-07,-0.33060569987759053
C1_minus_C0,classification,2028,0,5,25,C0,C1,1244,5115,-1.451130981697706,-1.376949239462908,0.07418174223479812,0.23724345948746645,0.07418174223479812,0.35645340455129193,-0.28227158723373025,-0.2822716623164938,7.508276356205101e-08,-0.6931470874277291,0.08919579201203183
C1_minus_C0,classification,2028,0,5,26,C0,C1,9289,6216,0.15669015272107914,0.07671987374064278,0.07997027898043636,0.23724345948746645,-0.07997027898043636,0.2799463390713065,-0.35991662840107547,-0.35991661805174285,-1.0349332613124318e-08,-0.20299380000288275,-0.13304388053944505
C1_minus_C0,classification,2028,0,5,27,C0,C1,8589,9188,-0.12276750797996139,-0.04152491570167695,0.08124259227828444,0.23724345948746645,0.08124259227828444,0.031007490757194223,0.05023510726110203,0.05023510152109022,5.7400118130823685e-09,-0.01339455016393719,-0.1212067768968806
C1_minus_C0,classification,2028,0,5,28,C0,C1,6562,3045,0.4796990935708294,0.3832241362045577,0.09647495736627171,0.23724345948746645,-0.09647495736627171,0.1005925397829881,-0.19706750696259437,-0.1970674971492598,-9.813334561625808e-09,-0.13353225552400103,-0.2921282982417666
C1_minus_C0,classification,2028,0,5,29,C0,C1,4641,3017,0.8065374951705216,0.9202085613688331,0.11367106619831147,0.23724345948746645,0.11367106619831147,0.043270559676936604,0.07040053760933883,0.07040050652137486,3.108796396700253e-08,0.17593801366814601,0.03212103443426248
C1_minus_C0,classification,2028,0,5,30,C0,C1,4392,6332,-1.609534238179233,-1.7784242050886006,0.16888996690936753,0.23724345948746645,-0.16888996690936753,-0.08446110774721705,-0.08442880282964271,-0.08442885916215048,5.633250776959642e-08,-2.7939670056703696e-07,-0.11123703700781924
C1_minus_C0,classification,2028,0,5,31,C0,C1,8330,9589,1.4560370480639557,1.6271122185179199,0.17107517045396414,0.23724345948746645,0.17107517045396414,0.3209201331115633,-0.14984493698739598,-0.14984496265759917,2.5670203185335083e-08,-0.20561043138439744,-0.004341253612539991
C1_minus_C0,classification,2028,0,5,32,C0,C1,6378,9289,0.5251676362157539,0.32934550211178226,0.19582213410397165,0.23724345948746645,-0.19582213410397165,-1.119570255175562,0.9237481622362216,0.9237481210715903,4.116463125924952e-08,0.9555114266875453,-0.302231540980576
C1_minus_C0,classification,2028,0,6,0,C0,C1,6007,6314,0.9410999185395984,0.9408997897996759,0.00020012873992247826,0.2079489228471259,-0.00020012873992247826,-0.349092116616626,0.3488919429620099,0.3488919878767035,-4.4914693575481834e-08,0.3099231084675095,-0.1934174319399604
C1_minus_C0,classification,2028,0,6,1,C0,C1,6586,3179,1.247411641699735,1.247668359389853,0.0002567176901180357,0.2079489228471259,0.0002567176901180357,-0.46387911956291505,0.4641358654702126,0.4641358372530331,2.821717953738201e-08,0.5510927177796023,-0.10594461447893068
C1_minus_C0,classification,2028,0,6,2,C0,C1,6483,5802,1.0282549708936644,1.0297523948166838,0.0014974239230194364,0.2079489228471259,0.0014974239230194364,-0.3793901766487463,0.38088767430843146,0.38088760057176574,7.373666571774962e-08,0.3679555585328776,-0.15840300320560682
C1_minus_C0,classification,2028,0,6,3,C0,C1,2478,1289,1.4265761249029278,1.424748594989182,0.0018275299137457957,0.2079489228471259,-0.0018275299137457957,-0.36246938599872913,0.36064183610981737,0.36064185608498334,-1.9975165965746555e-08,0.39988626996302457,-0.17220154366275803
C1_minus_C0,classification,2028,0,6,4,C0,C1,334,5060,0.9106151714447742,0.9126554012859108,0.0020402298411366093,0.2079489228471259,0.0020402298411366093,-0.0797436355804052,0.08178391246751741,0.08178386542154181,4.704597560134527e-08,0.08659118872811042,-0.20555210061973647
C1_minus_C0,classification,2028,0,6,5,C0,C1,6245,4650,-0.3112871957694667,-0.3134315886719309,0.0021443929024642094,0.2079489228471259,-0.0021443929024642094,-0.10018791781305825,0.09804347331665597,0.09804352491059404,-5.159393806630774e-08,8.278421873249193e-08,-0.18391691564674678
C1_minus_C0,classification,2028,0,6,6,C0,C1,9693,2343,0.3026932198895738,0.30484002921153086,0.002146809321957044,0.2079489228471259,0.002146809321957044,-0.024544692115909594,0.026691496051555408,0.026691501437866638,-5.3863112303709215e-09,4.7683693082959413e-07,-0.2486031988248997
C1_minus_C0,classification,2028,0,6,7,C0,C1,4263,2267,1.1077266941598347,1.1054052335717235,0.002321460588111224,0.2079489228471259,-0.002321460588111224,-0.5486244281733788,0.5463029633770924,0.5463029675852675,-4.208175141684478e-09,0.6239442470086402,-0.11285651934755761
C1_minus_C0,classification,2028,0,6,8,C0,C1,102,300,0.960527330665962,0.962894502615771,0.002367171949809066,0.2079489228471259,0.002367171949809066,-0.4784272487975031,0.4807944712087792,0.48079442074731216,5.046146706044752e-08,0.432355440304288,-0.3233901075141034
C1_minus_C0,classification,2028,0,6,9,C0,C1,41,2613,0.6349603243998916,0.637391149739244,0.0024308253393524604,0.2079489228471259,0.0024308253393524604,-0.4789392685665991,0.48137009499229744,0.48137009390595153,1.0863459021237531e-09,0.4528444062148198,-0.19514527980049892
C1_minus_C0,classification,2028,0,6,10,C0,C1,5843,6892,1.1873897339633641,1.1900010983912546,0.00261136442789045,0.2079489228471259,0.00261136442789045,-0.19915494940710787,0.20176632491152313,0.20176631383499832,1.107652480847321e-08,0.21450481618330489,-0.045311361469660215
C1_minus_C0,classification,2028,0,6,11,C0,C1,5284,9317,0.16554722655615423,0.16816429698914476,0.0026170704329905314,0.2079489228471259,0.0026170704329905314,-0.22870843962156107,0.23132556950694205,0.2313255100545516,5.945239045512807e-08,0.18432537891525477,-0.2546123235317457
C1_minus_C0,classification,2028,0,6,12,C0,C1,8524,4127,0.9272578988964002,0.9243519864004629,0.0029059124959373017,0.2079489228471259,-0.0029059124959373017,-0.15248247043102103,0.149576582590557,0.14957655793508373,2.465547327412665e-08,0.14983039041792912,-0.12617908838918768
C1_minus_C0,classification,2028,0,6,13,C0,C1,4767,4698,-0.1436887549039042,-0.1381592306503211,0.005529524253583107,0.2079489228471259,0.005529524253583107,-0.14511591219693065,0.15064546480419838,0.15064543645051376,2.8353684622395292e-08,0.22289513558765736,-0.018581403099113204
C1_minus_C0,classification,2028,0,6,14,C0,C1,1135,5664,0.7304406564536192,0.7248055365040389,0.005635119949580325,0.2079489228471259,-0.005635119949580325,-0.37918884738604464,0.37355374185964646,0.3735537274364643,1.4423182148615155e-08,0.336471823037891,-0.21636163754601273
C1_minus_C0,classification,2028,0,6,15,C0,C1,3880,605,1.6478252439059347,1.6535298843358848,0.005704640429950114,0.2079489228471259,0.005704640429950114,-0.2068993956016465,0.2126040221418729,0.2126040360315966,-1.38897237045299e-08,0.21825816447684115,-0.3098622944413075
C1_minus_C0,classification,2028,0,6,16,C0,C1,71,5545,0.7857801538969686,0.7944543397924306,0.008674185895461983,0.2079489228471259,0.008674185895461983,-0.488385714471014,0.497059965548354,0.49705990036647596,6.518187806170417e-08,0.5414170720054279,-0.3472552161346176
C1_minus_C0,classification,2028,0,6,17,C0,C1,2584,41,1.429749223878996,1.4391148174589379,0.009365593579941933,0.2079489228471259,0.009365593579941933,0.17723318368481755,-0.1678675937744487,-0.16786759010487562,-3.669573089837286e-09,-0.11367823904960446,-0.14115973819638952
